producer,release_to_review_time, used_real_name, verified_purchase, rating, helpfulness, number_of_votes, length_of_review_text
Apple,2446,1,0,5,1,4,386
Apple,2403,1,0,5,1,4,1119
Apple,2485,1,0,5,1,3,177
Apple,2478,1,0,5,1,3,458
Apple,2469,1,0,5,1,3,2810
Apple,2642,1,1,4,1,3,294
Apple,2591,1,1,5,0.833,6,1953
Apple,3699,0,1,5,1,2,1323
Apple,2690,0,0,5,1,2,537
Apple,2679,1,1,5,1,2,509
Apple,2616,0,1,5,1,2,1207
Apple,2609,1,0,5,1,2,197
Apple,2564,0,0,5,1,2,1759
Apple,2550,0,0,5,1,2,1820
Apple,2524,1,0,5,1,2,754
Apple,2491,1,0,5,1,2,520
Apple,2469,0,1,5,1,2,317
Apple,2464,1,0,5,1,2,638
Apple,2463,0,1,5,1,2,366
Apple,2459,1,0,5,1,2,875
Apple,2421,1,0,5,1,2,2150
Apple,2407,1,0,5,1,2,226
Apple,2400,1,0,5,1,2,380
Apple,2388,0,0,5,1,2,826
Apple,2560,0,0,4,0.8,5,1775
Apple,2376,1,0,5,0.75,8,290
Apple,3427,0,0,5,1,1,1893
Apple,2840,1,0,5,1,1,1150
Apple,2713,0,0,5,1,1,279
Apple,2712,1,0,5,1,1,275
Apple,2710,1,0,5,1,1,400
Apple,2703,1,1,4,1,1,3504
Apple,2701,0,0,5,1,1,2661
Apple,2698,1,0,5,1,1,504
Apple,2693,0,0,5,1,1,670
Apple,2658,1,0,4,1,1,1024
Apple,2654,1,0,5,1,1,2625
Apple,2632,0,0,5,1,1,2790
Apple,2611,0,1,5,1,1,577
Apple,2550,0,0,5,1,1,1014
Apple,2548,0,1,5,1,1,517
Apple,2546,0,0,5,1,1,1148
Apple,2539,1,0,5,1,1,1893
Apple,2517,1,1,5,1,1,304
Apple,2454,0,1,5,1,1,550
Apple,2453,1,0,5,1,1,1418
Apple,2442,1,0,5,1,1,599
Apple,2440,1,0,5,1,1,217
Apple,2437,1,0,5,1,1,211
Apple,2434,1,0,5,1,1,692
Apple,2433,0,0,5,1,1,3016
Apple,2397,1,0,5,1,1,117
Apple,2378,1,0,5,0.75,4,271
Apple,2650,0,1,5,0.75,4,3443
Apple,2597,0,0,4,0.75,4,425
Apple,2543,1,1,3,0.714,7,669
Apple,2377,1,1,5,0.667,6,246
Apple,2542,1,0,4,0.667,3,642
Apple,2451,1,1,5,0.667,3,493
Apple,2443,0,1,5,0.667,3,643
Apple,2399,1,1,5,0.667,3,170
Apple,3733,0,0,5,0,0,723
Apple,3668,0,0,5,0,0,411
Apple,3461,0,1,5,0,0,254
Apple,2801,0,1,5,0,0,380
Apple,2709,0,1,5,0,0,444
Apple,2704,1,0,5,0,0,688
Apple,2698,1,0,3,0,0,528
Apple,2685,0,0,4,0,0,552
Apple,2677,1,0,5,0,0,558
Apple,2675,0,1,5,0,0,619
Apple,2675,1,0,4,0,0,420
Apple,2674,0,1,5,0,0,572
Apple,2672,1,0,4,0,0,1271
Apple,2668,1,0,4,0,0,873
Apple,2666,0,1,5,0,0,403
Apple,2664,1,0,5,0,0,206
Apple,2660,0,0,4,0,0,387
Apple,2659,1,0,5,0,0,428
Apple,2658,0,1,5,0,0,250
Apple,2650,1,1,5,0,0,102
Apple,2644,1,0,5,0,0,429
Apple,2642,1,0,5,0,0,282
Apple,2638,1,0,4,0,0,1061
Apple,2637,1,0,5,0,0,164
Apple,2627,1,0,5,0,0,205
Apple,2614,1,1,4,0,0,310
Apple,2612,1,0,5,0,0,493
Apple,2564,1,1,5,0,0,220
Apple,2545,1,1,5,0,0,462
Apple,2544,0,1,5,0,0,149
Apple,2528,0,0,5,0,0,251
Apple,2527,0,0,5,0,0,315
Apple,2512,1,1,5,0,0,342
Apple,2465,0,1,5,0,0,259
Apple,2443,0,0,5,0,0,382
Apple,2443,1,0,5,0,0,76
Apple,2433,1,0,5,0,0,141
Apple,2430,1,0,5,0,0,288
Apple,2429,1,0,5,0,0,629
Apple,2424,1,1,5,0,0,122
Apple,2408,1,0,5,0,0,1323
Apple,2380,0,0,5,0,0,214
Apple,2527,0,0,3,0.6,5,342
Apple,2576,1,1,5,0.5,2,133
Apple,2462,0,0,5,0.5,2,155
Apple,2594,1,0,5,0.5,4,606
Apple,2672,0,0,5,0.5,4,2198
Apple,3011,1,1,4,0,1,264
Apple,2674,0,0,3,0,1,226
Apple,2648,1,0,5,0,1,102
Apple,2628,1,1,5,0,1,90
Apple,2581,0,0,5,0,1,714
Apple,2530,1,0,5,0,1,211
Apple,2490,1,0,4,0,1,474
Apple,2444,1,0,4,0,1,432
Apple,2509,0,1,3,0.5,10,512
Apple,2387,0,1,2,0.529,17,2049
Apple,2732,1,0,4,0.429,7,1058
Apple,2628,1,1,5,0,2,123
Apple,2602,1,0,5,0.25,4,95
Apple,2570,1,0,5,0.25,4,200
Apple,2485,1,0,5,0.25,4,212
Apple,2865,1,0,2,0.375,8,1525
Apple,2612,0,1,2,0.364,11,1804
Apple,2700,0,0,2,0,4,418
Apple,3591,0,1,3,0,4,598
Apple,2520,1,0,3,0.412,17,1307
Apple,2449,1,0,5,0,5,69
Apple,2370,0,0,3,0.453,53,516
Apple,2449,1,0,5,0,7,229
Apple,2504,0,1,3,0.235,17,1565
Apple,2478,0,0,5,0,9,1199
Apple,2514,0,0,1,0.27,37,602
Apple,2382,1,0,4,0.05,20,291
Apple,2487,0,0,3,0.111,27,565
Apple,2406,1,0,1,0.14,50,1267
Apple,2535,0,0,1,0.081,37,991
Apple,2395,1,0,4,0,27,127
Apple,2564,1,0,1,0.104,48,1407
Apple,2529,0,0,1,0.026,38,274
Apple,2498,0,0,1,0.047,43,317
Apple,2531,1,0,1,0.026,39,552
Apple,2396,0,0,1,0.021,142,192
Apple,20,1,1,5,0.952,124,6628
Apple,4,1,0,5,0.893,84,2864
Apple,4,0,0,5,0.93,43,3360
Apple,39,1,1,4,0.95,20,4355
Apple,5,0,0,5,0.905,21,2229
Apple,42,1,0,5,0.917,12,1372
Apple,45,1,1,5,0.909,11,984
Apple,46,0,0,3,0.818,22,3346
Apple,63,0,1,5,1,6,254
Apple,33,0,1,4,0.889,9,703
Apple,47,0,0,5,0.818,11,3168
Apple,185,0,1,5,1,4,3241
Apple,54,0,1,4,1,4,1834
Apple,10,0,1,5,0.786,14,1305
Apple,106,1,1,5,1,3,451
Apple,104,1,1,4,0.833,6,2065
Apple,246,1,1,2,1,2,534
Apple,56,0,0,5,1,2,1608
Apple,49,1,0,5,0.8,5,342
Apple,40,0,0,4,0.8,5,949
Apple,230,0,0,5,1,1,1641
Apple,109,0,0,5,1,1,774
Apple,52,0,1,5,1,1,1107
Apple,158,0,0,4,0.667,3,3319
Apple,340,0,1,5,0,0,310
Apple,320,0,1,5,0,0,156
Apple,273,0,1,5,0,0,486
Apple,97,0,0,5,0,0,743
Apple,30,0,0,5,0.625,8,1560
Apple,19,0,0,5,0.571,7,207
Apple,10,1,0,5,0.571,7,272
Apple,167,0,1,5,0,1,2160
Apple,169,1,0,5,0.25,4,686
Apple,57,0,0,5,0.2,5,336
Apple,74,0,0,5,0,7,87
Apple,95,1,1,1,0.105,76,1234
Apple,9,0,0,1,0.148,290,1610
Apple,4,0,1,4,0.971,70,2508
Apple,42,1,1,5,0.935,31,4813
Apple,41,1,0,5,0.909,22,1201
Apple,49,0,1,4,0.889,18,2194
Apple,93,0,1,5,1,6,1725
Apple,15,0,1,5,0.75,20,419
Apple,124,0,0,4,1,3,1609
Apple,121,0,1,4,1,3,2332
Apple,78,1,1,5,1,3,403
Apple,146,0,1,5,1,2,2218
Apple,138,0,0,4,1,2,1157
Apple,126,0,0,5,1,2,1905
Apple,34,1,1,5,0.75,8,152
Apple,268,0,1,1,1,1,2077
Apple,220,0,1,5,1,1,370
Apple,158,1,0,5,1,1,760
Apple,120,0,0,5,1,1,148
Apple,117,0,0,5,1,1,410
Apple,234,0,1,5,0,0,170
Apple,232,0,0,5,0,0,651
Apple,219,0,0,5,0,0,1324
Apple,206,0,1,5,0,0,1046
Apple,193,0,1,5,0,0,335
Apple,163,0,1,5,0,0,249
Apple,139,0,1,5,0.5,2,355
Apple,194,0,1,5,0,1,215
Apple,127,0,1,5,0,2,87
Apple,144,0,0,4,0.25,4,260
Apple,179,0,1,2,0.083,12,143
Apple,65,1,0,2,0.06,83,120
Apple,11067,0,0,4,0.972,632,5454
Apple,11064,0,1,5,0.969,64,792
Apple,11063,1,0,5,0.925,147,865
Apple,11073,0,0,5,0.915,164,3789
Apple,11096,0,0,5,1,29,1051
Apple,11064,1,1,5,0.946,37,1062
Apple,11118,1,1,5,1,22,1318
Apple,11102,0,1,5,1,22,3536
Apple,11067,0,1,5,0.941,34,1988
Apple,11063,1,1,5,0.958,24,2318
Apple,11175,0,0,4,0.944,18,4545
Apple,11159,0,0,3,0.81,100,1900
Apple,11154,0,0,5,0.938,16,5019
Apple,11078,1,0,5,0.933,15,1633
Apple,11101,1,0,5,1,9,3452
Apple,11092,1,1,5,1,9,2168
Apple,11081,0,0,5,1,8,530
Apple,11128,0,0,5,0.875,16,8799
Apple,11082,0,1,4,0.842,19,1270
Apple,11190,0,0,5,0.909,11,2934
Apple,11177,1,0,5,1,7,764
Apple,11091,0,1,5,1,7,1304
Apple,11078,1,0,5,1,7,958
Apple,11292,0,1,4,0.818,22,5758
Apple,11263,0,1,4,1,6,1193
Apple,11222,0,0,5,1,6,2379
Apple,11140,0,1,5,1,6,2769
Apple,11078,0,1,5,1,6,1207
Apple,11289,0,0,3,0.824,17,4438
Apple,11282,0,0,5,0.889,9,3352
Apple,11107,1,1,5,0.889,9,1040
Apple,11090,0,1,5,0.889,9,1127
Apple,11069,1,1,5,0.889,9,1026
Apple,11375,1,0,5,1,5,2506
Apple,11178,1,1,5,1,5,593
Apple,11067,1,1,5,1,5,1112
Apple,11262,0,0,3,0.833,12,3126
Apple,11186,0,0,5,0.875,8,2389
Apple,11159,0,0,4,0.875,8,1796
Apple,11148,0,1,5,0.875,8,2485
Apple,11125,0,0,5,0.875,8,1242
Apple,11083,1,1,5,0.875,8,2105
Apple,11064,1,0,5,0.818,11,234
Apple,11117,1,1,5,1,4,340
Apple,11117,0,0,5,1,4,727
Apple,11103,1,0,5,1,4,1277
Apple,11215,0,0,5,0.857,7,2477
Apple,11091,1,0,5,0.8,10,2647
Apple,11348,1,0,5,1,3,1012
Apple,11321,0,1,5,1,3,746
Apple,11248,0,1,4,1,3,2081
Apple,11124,1,1,4,0.833,6,1133
Apple,11366,0,0,5,1,2,701
Apple,11351,1,0,5,1,2,519
Apple,11350,0,0,5,1,2,455
Apple,11340,1,1,5,1,2,626
Apple,11271,0,0,5,1,2,2630
Apple,11235,0,0,4,1,2,3137
Apple,11211,1,1,5,1,2,689
Apple,11210,0,1,5,1,2,1368
Apple,11169,0,0,5,1,2,2363
Apple,11164,1,1,4,1,2,285
Apple,11146,1,0,5,1,2,498
Apple,11136,1,1,5,1,2,103
Apple,11134,0,1,5,1,2,86
Apple,11118,1,1,5,1,2,3288
Apple,11112,0,0,5,1,2,426
Apple,11080,1,1,5,1,2,949
Apple,11316,1,1,2,0.8,5,658
Apple,11271,1,1,5,0.8,5,96
Apple,11145,0,1,4,0.8,5,801
Apple,11118,0,1,5,0.8,5,1213
Apple,11629,0,1,5,1,1,366
Apple,11622,1,1,5,1,1,229
Apple,11567,0,1,5,1,1,181
Apple,11466,0,1,5,1,1,239
Apple,11466,0,1,5,1,1,211
Apple,11389,1,1,5,1,1,2366
Apple,11387,1,1,5,1,1,1078
Apple,11366,1,0,4,1,1,1658
Apple,11362,0,0,5,1,1,719
Apple,11361,0,1,4,1,1,324
Apple,11353,1,1,5,1,1,353
Apple,11351,0,0,5,1,1,651
Apple,11346,0,1,5,1,1,263
Apple,11327,0,0,5,1,1,153
Apple,11325,0,0,5,1,1,993
Apple,11318,0,0,5,1,1,359
Apple,11317,1,0,5,1,1,1026
Apple,11316,0,0,5,1,1,234
Apple,11309,0,0,5,1,1,1208
Apple,11304,0,1,5,1,1,376
Apple,11286,1,1,5,1,1,1228
Apple,11277,0,0,5,1,1,2167
Apple,11276,1,1,5,1,1,498
Apple,11269,0,1,4,1,1,229
Apple,11264,1,1,5,1,1,232
Apple,11263,1,1,5,1,1,1090
Apple,11243,0,1,5,1,1,599
Apple,11235,1,0,4,1,1,1890
Apple,11233,0,1,4,1,1,438
Apple,11228,1,1,5,1,1,488
Apple,11211,0,1,5,1,1,866
Apple,11166,0,1,5,1,1,924
Apple,11158,0,1,5,1,1,374
Apple,11158,0,1,5,1,1,1035
Apple,11126,0,1,5,1,1,858
Apple,11114,1,1,5,1,1,688
Apple,11357,0,0,5,0.75,4,863
Apple,11344,1,0,5,0.75,4,4778
Apple,11284,0,0,5,0.75,4,1611
Apple,11175,0,1,5,0.75,4,132
Apple,11152,0,1,4,0.75,4,170
Apple,11085,0,1,5,0.75,4,259
Apple,11305,1,0,3,0.714,7,1725
Apple,11329,0,1,5,0.667,3,1711
Apple,11232,0,0,5,0.667,3,416
Apple,11230,0,1,5,0.667,3,485
Apple,11226,0,1,5,0.667,3,964
Apple,11218,0,1,5,0.667,3,416
Apple,11197,1,1,5,0.667,3,401
Apple,11196,0,0,5,0.667,3,963
Apple,11186,0,1,5,0.667,3,937
Apple,11152,0,1,5,0.667,3,1196
Apple,11145,1,0,5,0.667,3,732
Apple,11137,0,1,5,0.667,3,123
Apple,11132,0,1,5,0.667,3,836
Apple,11686,1,0,5,0,0,394
Apple,11665,0,1,5,0,0,106
Apple,11654,0,1,4,0,0,206
Apple,11630,0,1,4,0,0,238
Apple,11588,0,1,2,0,0,272
Apple,11562,0,1,5,0,0,200
Apple,11465,0,1,5,0,0,232
Apple,11438,1,1,5,0,0,619
Apple,11436,0,1,5,0,0,268
Apple,11429,0,1,5,0,0,262
Apple,11423,1,1,5,0,0,218
Apple,11407,1,1,5,0,0,505
Apple,11406,0,1,5,0,0,224
Apple,11405,1,0,5,0,0,190
Apple,11405,0,1,5,0,0,1035
Apple,11401,0,1,4,0,0,737
Apple,11397,0,1,5,0,0,546
Apple,11395,0,1,5,0,0,550
Apple,11395,0,1,5,0,0,106
Apple,11394,1,1,4,0,0,284
Apple,11393,0,1,5,0,0,121
Apple,11389,0,1,5,0,0,175
Apple,11385,0,1,5,0,0,453
Apple,11382,0,1,5,0,0,306
Apple,11378,0,1,5,0,0,158
Apple,11376,1,0,4,0,0,1224
Apple,11376,0,1,5,0,0,475
Apple,11367,0,1,5,0,0,543
Apple,11349,0,0,5,0,0,222
Apple,11343,0,1,5,0,0,760
Apple,11342,0,0,5,0,0,363
Apple,11338,0,1,5,0,0,208
Apple,11331,0,1,5,0,0,122
Apple,11330,0,1,5,0,0,162
Apple,11319,0,1,4,0,0,133
Apple,11316,1,1,4,0,0,865
Apple,11314,0,1,5,0,0,218
Apple,11313,0,1,4,0,0,568
Apple,11287,0,0,5,0,0,378
Apple,11286,1,1,5,0,0,347
Apple,11277,0,1,5,0,0,345
Apple,11277,1,1,5,0,0,1942
Apple,11274,1,0,5,0,0,447
Apple,11259,0,1,5,0,0,129
Apple,11257,0,1,5,0,0,218
Apple,11257,1,0,5,0,0,233
Apple,11237,0,1,5,0,0,147
Apple,11224,1,0,5,0,0,1088
Apple,11220,0,1,5,0,0,1583
Apple,11219,1,0,5,0,0,293
Apple,11171,0,1,5,0,0,195
Apple,11108,0,0,5,0.625,8,1170
Apple,11297,0,1,5,0.6,5,1010
Apple,11183,1,0,5,0.6,5,490
Apple,11156,1,0,5,0.6,5,1010
Apple,11131,0,0,5,0.6,5,2944
Apple,11356,1,1,5,0.5,2,664
Apple,11344,1,1,3,0.5,2,292
Apple,11330,0,1,5,0.5,2,238
Apple,11326,0,1,5,0.5,2,581
Apple,11323,0,0,5,0.5,2,1175
Apple,11318,0,1,4,0.5,2,474
Apple,11311,0,1,5,0.5,2,215
Apple,11296,0,1,5,0.5,2,254
Apple,11275,0,1,4,0.5,2,1149
Apple,11249,1,1,5,0.5,2,201
Apple,11245,1,0,4,0.5,2,1299
Apple,11224,0,1,5,0.5,2,634
Apple,11217,0,1,5,0.5,2,102
Apple,11217,0,1,5,0.5,2,808
Apple,11198,0,0,5,0.5,2,1305
Apple,11192,0,1,5,0.5,2,155
Apple,11131,1,0,4,0.5,2,1294
Apple,11108,0,0,5,0.5,2,434
Apple,11300,0,0,5,0.5,4,1275
Apple,11185,0,1,5,0.5,4,490
Apple,11447,0,1,4,0,1,593
Apple,11381,1,1,5,0,1,477
Apple,11345,0,1,5,0,1,1414
Apple,11344,0,1,5,0,1,240
Apple,11344,0,1,5,0,1,1186
Apple,11343,0,0,5,0,1,149
Apple,11342,0,1,5,0,1,443
Apple,11342,0,1,5,0,1,103
Apple,11339,0,1,5,0,1,183
Apple,11334,0,0,5,0,1,447
Apple,11324,1,1,5,0,1,146
Apple,11321,1,1,5,0,1,225
Apple,11319,0,0,5,0,1,108
Apple,11319,0,1,5,0,1,358
Apple,11319,0,1,4,0,1,342
Apple,11318,0,0,5,0,1,150
Apple,11317,0,1,5,0,1,183
Apple,11312,0,1,5,0,1,220
Apple,11306,0,1,5,0,1,567
Apple,11269,0,0,5,0,1,739
Apple,11256,1,1,5,0,1,543
Apple,11248,0,1,5,0,1,189
Apple,11244,1,1,5,0,1,130
Apple,11210,0,1,5,0,1,142
Apple,11208,0,1,5,0,1,88
Apple,11200,0,1,5,0,1,260
Apple,11180,0,0,5,0,1,285
Apple,11174,0,0,5,0,1,204
Apple,11169,0,1,5,0,1,502
Apple,11129,0,1,5,0.5,6,972
Apple,11302,1,0,5,0.333,3,632
Apple,11298,0,0,5,0.333,3,426
Apple,11270,0,0,5,0.333,3,1375
Apple,11248,0,1,5,0.333,3,290
Apple,11183,0,1,5,0.333,3,275
Apple,11131,1,1,5,0.333,3,81
Apple,11358,0,1,5,0.4,5,890
Apple,11305,0,0,5,0,2,688
Apple,11226,0,1,5,0,2,112
Apple,11161,1,1,5,0,2,81
Apple,11376,1,1,5,0.25,4,1753
Apple,11241,0,0,5,0.25,4,10482
Apple,11237,1,0,5,0.25,4,1542
Apple,11115,1,0,5,0.25,4,832
Apple,11301,0,1,1,0.52,25,925
Apple,11378,0,0,1,0.375,8,2076
Apple,11250,1,0,3,0.375,8,582
Apple,11328,0,0,1,0.467,15,584
Apple,11319,1,1,1,0.467,15,698
Apple,11277,1,1,1,0.537,54,1468
Apple,11125,1,1,4,0.2,5,1499
Apple,11147,1,1,3,0.385,13,1386
Apple,11287,0,1,5,0,4,290
Apple,11063,0,1,5,0.471,34,1310
Apple,11255,0,0,1,0.474,38,1040
Apple,11325,1,0,2,0.333,12,111
Apple,11336,1,1,3,0,5,499
Apple,11289,0,0,5,0,5,118
Apple,11169,0,1,5,0.222,9,615
Apple,11383,0,0,1,0,6,1125
Apple,11418,0,0,1,0.125,8,141
Apple,11305,0,1,1,0.375,24,873
Apple,11227,1,0,1,0.412,34,2756
Apple,11217,0,0,1,0.429,42,933
Apple,11196,0,1,5,0.111,9,1082
Apple,11116,0,1,3,0.318,22,694
Apple,11310,0,0,2,0.167,12,206
Apple,11113,0,0,2,0.333,39,795
Apple,11189,0,1,1,0.308,39,1021
Apple,11234,0,1,1,0.24,25,75
Apple,11130,1,0,2,0.297,37,1139
Apple,11185,0,1,2,0.208,24,299
Apple,11107,0,0,1,0.115,131,3158
Apple,11063,1,1,5,0.011,94,1140
Apple,11,0,1,5,0.989,376,2184
Apple,46,1,0,5,0.986,208,2514
Apple,19,1,0,5,0.969,128,1479
Apple,34,0,1,5,1,39,2883
Apple,72,0,0,3,0.936,78,2543
Apple,1,1,1,5,0.953,43,1909
Apple,126,1,0,4,1,19,1460
Apple,18,1,0,5,0.889,45,2876
Apple,53,0,0,5,0.957,23,1451
Apple,18,1,1,5,1,16,970
Apple,163,0,0,5,0.917,24,2219
Apple,112,0,0,5,1,14,3879
Apple,10,1,0,5,1,14,343
Apple,10,0,0,4,0.875,32,1156
Apple,42,1,1,5,0.941,17,661
Apple,212,0,0,5,1,12,7582
Apple,39,1,0,5,1,12,1459
Apple,130,0,0,5,0.938,16,2510
Apple,135,0,1,5,1,10,815
Apple,54,1,0,5,1,10,2507
Apple,61,1,0,5,1,9,1058
Apple,173,0,1,4,0.923,13,4645
Apple,55,1,1,5,1,8,500
Apple,238,0,0,4,0.917,12,884
Apple,128,0,0,5,0.917,12,4642
Apple,48,0,1,5,0.875,16,1057
Apple,44,0,1,5,0.909,11,509
Apple,173,1,0,5,1,7,3975
Apple,156,0,0,5,1,7,1817
Apple,153,1,0,5,1,7,1551
Apple,88,1,0,5,1,7,1950
Apple,47,1,1,5,1,7,735
Apple,41,0,0,5,1,7,1269
Apple,68,1,0,5,1,7,2244
Apple,181,1,0,5,0.9,10,4534
Apple,133,1,1,5,0.9,10,369
Apple,57,1,0,5,0.9,10,324
Apple,141,0,1,5,1,6,1614
Apple,46,0,0,5,1,6,1091
Apple,116,1,0,3,0.824,17,727
Apple,133,1,1,4,0.889,9,559
Apple,69,1,0,5,0.889,9,922
Apple,276,0,0,5,1,5,3219
Apple,268,1,1,5,1,5,1316
Apple,172,1,1,2,1,5,797
Apple,131,1,0,5,0.875,8,3044
Apple,52,0,0,5,0.875,8,572
Apple,126,0,0,5,1,4,2308
Apple,118,0,0,5,1,4,682
Apple,64,1,0,5,1,4,539
Apple,135,1,0,5,1,4,795
Apple,197,0,0,2,0.857,7,903
Apple,52,1,0,5,0.857,7,643
Apple,39,0,0,5,0.857,7,670
Apple,305,0,0,5,1,3,4484
Apple,273,0,0,5,1,3,1867
Apple,262,1,0,5,1,3,1621
Apple,237,0,0,5,1,3,416
Apple,220,0,0,5,1,3,982
Apple,208,1,0,5,1,3,1252
Apple,158,0,0,5,1,3,655
Apple,158,1,0,5,1,3,355
Apple,130,0,0,5,1,3,169
Apple,128,1,1,5,1,3,1444
Apple,120,0,1,5,1,3,552
Apple,110,1,0,5,1,3,1849
Apple,90,1,0,5,1,3,2051
Apple,73,0,0,5,1,3,392
Apple,51,1,0,5,1,3,335
Apple,33,1,0,5,1,3,478
Apple,41,0,1,5,1,3,615
Apple,54,1,0,5,0.75,16,207
Apple,85,1,1,4,0.833,6,564
Apple,61,0,1,5,0.833,6,592
Apple,278,0,0,2,0.833,6,472
Apple,282,1,1,1,0.733,15,2287
Apple,271,1,0,5,1,2,264
Apple,263,1,0,5,1,2,855
Apple,261,1,0,5,1,2,1562
Apple,234,1,0,5,1,2,221
Apple,207,1,0,5,1,2,3856
Apple,193,1,0,5,1,2,733
Apple,167,0,0,5,1,2,530
Apple,152,0,1,5,1,2,130
Apple,131,1,1,5,1,2,145
Apple,129,1,1,5,1,2,328
Apple,117,0,0,5,1,2,179
Apple,113,0,0,5,1,2,551
Apple,38,1,0,5,1,2,1054
Apple,240,0,0,5,0.8,5,2188
Apple,137,1,0,5,0.8,5,147
Apple,76,1,1,5,0.8,5,337
Apple,68,0,0,5,0.8,5,1191
Apple,549,1,0,5,1,1,247
Apple,494,0,0,5,1,1,1387
Apple,415,0,0,5,1,1,1729
Apple,359,1,0,4,1,1,1399
Apple,358,1,1,5,1,1,476
Apple,318,1,1,5,1,1,646
Apple,300,0,0,5,1,1,2093
Apple,289,1,0,5,1,1,373
Apple,217,0,0,5,1,1,145
Apple,217,1,0,5,1,1,81
Apple,205,0,0,5,1,1,1151
Apple,193,1,1,5,1,1,342
Apple,126,1,0,5,1,1,248
Apple,126,0,0,5,1,1,1057
Apple,119,1,0,5,1,1,106
Apple,108,0,1,5,1,1,240
Apple,164,1,1,4,0.75,4,246
Apple,139,1,0,5,0.75,4,374
Apple,104,0,0,5,0.75,4,222
Apple,91,1,0,5,0.75,4,309
Apple,90,1,0,4,0.75,4,614
Apple,88,1,0,4,0.667,9,376
Apple,47,1,1,5,0.667,6,133
Apple,34,1,0,5,0.667,6,1560
Apple,308,0,0,4,0.667,3,652
Apple,303,1,0,5,0.667,3,344
Apple,279,0,0,4,0.667,3,406
Apple,106,1,0,5,0.667,3,520
Apple,76,1,0,5,0.667,3,131
Apple,42,1,0,5,0.667,3,259
Apple,1377,0,1,5,0,0,370
Apple,1369,0,1,5,0,0,294
Apple,1338,0,0,5,0,0,507
Apple,1290,0,1,2,0,0,369
Apple,1206,0,1,5,0,0,124
Apple,1037,1,0,5,0,0,97
Apple,564,0,0,5,0,0,76
Apple,455,1,0,5,0,0,440
Apple,359,0,0,4,0,0,877
Apple,356,1,0,5,0,0,450
Apple,352,1,0,4,0,0,1562
Apple,350,1,0,5,0,0,72
Apple,349,0,1,5,0,0,1012
Apple,338,1,0,5,0,0,1382
Apple,335,0,1,4,0,0,155
Apple,333,1,1,5,0,0,119
Apple,331,1,1,5,0,0,114
Apple,327,1,0,5,0,0,321
Apple,327,1,0,3,0,0,91
Apple,327,1,0,5,0,0,540
Apple,326,0,0,5,0,0,108
Apple,219,0,0,5,0,0,259
Apple,216,0,0,4,0,0,940
Apple,203,1,0,5,0,0,133
Apple,194,0,1,4,0,0,206
Apple,193,1,0,5,0,0,86
Apple,188,1,0,4,0,0,643
Apple,183,1,1,5,0,0,294
Apple,126,1,0,5,0,0,323
Apple,112,1,0,5,0,0,1277
Apple,109,1,1,5,0,0,365
Apple,44,1,0,5,0,0,159
Apple,31,1,1,5,0,0,412
Apple,422,1,0,4,0.625,8,5482
Apple,277,0,1,2,0.6,5,724
Apple,240,0,0,5,0.6,5,1048
Apple,76,1,0,5,0.6,5,730
Apple,39,1,0,5,0.6,5,105
Apple,377,1,0,5,0.5,2,1023
Apple,373,1,0,5,0.5,2,2694
Apple,307,1,1,5,0.5,2,627
Apple,294,0,0,5,0.5,2,406
Apple,227,1,0,5,0.5,2,1192
Apple,69,1,0,5,0.5,2,278
Apple,40,1,0,4,0.6,10,931
Apple,310,1,0,5,0.5,4,640
Apple,107,1,0,5,0.5,4,463
Apple,96,1,1,5,0.5,4,502
Apple,28,0,1,5,0.583,12,166
Apple,120,1,0,4,0.556,9,417
Apple,336,1,0,5,0,1,206
Apple,317,1,1,5,0,1,456
Apple,299,1,1,5,0,1,397
Apple,295,0,0,5,0,1,354
Apple,237,1,0,5,0,1,713
Apple,208,1,0,5,0,1,117
Apple,208,0,0,5,0,1,141
Apple,173,1,1,5,0,1,88
Apple,239,1,0,5,0.5,6,182
Apple,17,0,0,5,0.5,6,194
Apple,311,1,0,5,0.333,3,95
Apple,306,1,0,5,0.333,3,80
Apple,277,1,1,5,0.333,3,564
Apple,277,1,0,3,0.333,3,1578
Apple,244,0,0,5,0.333,3,220
Apple,354,0,1,3,0.333,3,3446
Apple,280,1,1,5,0.4,5,182
Apple,156,1,0,4,0.429,7,977
Apple,290,1,0,5,0,2,248
Apple,277,0,1,5,0,2,512
Apple,267,1,0,5,0,2,179
Apple,266,0,0,5,0,2,187
Apple,238,1,1,5,0,2,307
Apple,230,1,1,4,0,2,144
Apple,184,1,0,5,0,2,372
Apple,263,0,1,1,0.5,14,1026
Apple,260,0,0,3,0.25,4,678
Apple,260,1,1,5,0.25,4,303
Apple,294,1,0,2,0.333,6,212
Apple,45,1,1,5,0.333,6,602
Apple,41,1,0,5,0.333,6,357
Apple,294,0,0,5,0,3,371
Apple,291,1,1,5,0,3,137
Apple,277,1,1,5,0,3,304
Apple,294,0,1,5,0,4,82
Apple,256,0,0,2,0.3,10,217
Apple,116,1,0,4,0.333,15,480
Apple,43,0,1,5,0.125,8,361
Apple,73,1,0,3,0.333,18,207
Apple,64,1,0,2,0.425,40,405
Apple,186,0,0,2,0.182,11,622
Apple,115,1,0,3,0.227,22,194
Apple,151,0,0,1,0.345,55,1759
Apple,84,1,0,4,0,11,121
Apple,286,1,0,1,0.217,23,1403
Apple,65,1,0,1,0.329,85,1422
